CardNum,Date,Site,When,Profile,Dept,Time,Slot
00001306,2020-05-30,Site B,2020-05-30 09:58:00,0,Dept 4,09:58:00,0930 to 1030
00001337,2020-05-29,Site B,2020-05-29 09:42:00,0,Dept 4,09:42:00,0930 to 1030
00001349,2020-05-26,Site A,2020-05-26 09:27:00,0,Dept 1,09:27:00,0830 to 0929
00001349,2020-05-27,Site A,2020-05-27 09:25:00,0,Dept 1,09:25:00,0830 to 0929
00001349,2020-05-28,Site A,2020-05-28 09:38:00,0,Dept 1,09:38:00,0930 to 1030
00001349,2020-05-29,Site A,2020-05-29 09:32:00,0,Dept 1,09:32:00,0930 to 1030
00001362,2020-05-25,Site B,2020-05-25 08:27:00,0,Dept 16,08:27:00,0700 to 0829
00001362,2020-05-27,Site B,2020-05-27 08:45:00,0,Dept 16,08:45:00,0830 to 0929
00001362,2020-05-28,Site B,2020-05-28 08:51:00,0,Dept 16,08:51:00,0830 to 0929
00001362,2020-05-29,Site B,2020-05-29 08:22:00,0,Dept 16,08:22:00,0700 to 0829
00001362,2020-05-31,Site B,2020-05-31 08:22:00,0,Dept 16,08:22:00,0700 to 0829
00001385,2020-05-25,Site B,2020-05-25 08:54:00,0,Dept 4,08:54:00,0830 to 0929
00001385,2020-05-26,Site B,2020-05-26 08:44:00,0,Dept 4,08:44:00,0830 to 0929
00001385,2020-05-27,Site B,2020-05-27 09:06:00,0,Dept 4,09:06:00,0830 to 0929
00001385,2020-05-29,Site B,2020-05-29 08:53:00,0,Dept 4,08:53:00,0830 to 0929
00001385,2020-05-30,Site B,2020-05-30 08:31:00,0,Dept 4,08:31:00,0830 to 0929
00001398,2020-05-25,Site B,2020-05-25 09:27:00,0,Dept 10,09:27:00,0830 to 0929
00001403,2020-05-25,Site B,2020-05-25 07:49:00,0,Dept 4,07:49:00,0700 to 0829
00001404,2020-05-25,Site A,2020-05-25 07:21:00,0,Dept 5,07:21:00,0700 to 0829
00001404,2020-05-26,Site A,2020-05-26 07:19:00,0,Dept 5,07:19:00,0700 to 0829
00001404,2020-05-28,Site A,2020-05-28 07:20:00,0,Dept 5,07:20:00,0700 to 0829
00001404,2020-05-29,Site A,2020-05-29 07:19:00,0,Dept 5,07:19:00,0700 to 0829
00001404,2020-05-30,Site A,2020-05-30 07:47:00,0,Dept 5,07:47:00,0700 to 0829
00001473,2020-05-27,Site B,2020-05-27 08:11:00,0,Dept 4,08:11:00,0700 to 0829
00001483,2020-05-29,Site B,2020-05-29 07:45:00,0,Dept 3,07:45:00,0700 to 0829
00001484,2020-05-25,Site B,2020-05-25 08:30:00,0,Dept 4,08:30:00,0830 to 0929
00001484,2020-05-26,Site B,2020-05-26 08:04:00,0,Dept 4,08:04:00,0700 to 0829
00001484,2020-05-27,Site B,2020-05-27 07:53:00,0,Dept 4,07:53:00,0700 to 0829
00001484,2020-05-28,Site B,2020-05-28 08:18:00,0,Dept 4,08:18:00,0700 to 0829
00001484,2020-05-29,Site B,2020-05-29 08:26:00,0,Dept 4,08:26:00,0700 to 0829
00001484,2020-05-31,Site B,2020-05-31 08:03:00,0,Dept 4,08:03:00,0700 to 0829
00001502,2020-06-03,Site A,2020-06-03 08:02:00,0,Dept 11,08:02:00,0700 to 0829
00001502,2020-06-04,Site A,2020-06-04 08:46:00,0,Dept 11,08:46:00,0830 to 0929
00001502,2020-06-05,Site A,2020-06-05 09:04:00,0,Dept 11,09:04:00,0830 to 0929
00001502,2020-06-08,Site A,2020-06-08 09:09:00,0,Dept 11,09:09:00,0830 to 0929
00001502,2020-06-10,Site A,2020-06-10 08:53:00,0,Dept 11,08:53:00,0830 to 0929
00001502,2020-06-12,Site A,2020-06-12 09:09:00,0,Dept 11,09:09:00,0830 to 0929
00001503,2020-05-26,Site B,2020-05-26 07:55:00,0,Dept 4,07:55:00,0700 to 0829
00001525,2020-05-26,Site B,2020-05-26 07:08:00,0,Dept 4,07:08:00,0700 to 0829
00001525,2020-05-27,Site B,2020-05-27 07:02:00,0,Dept 4,07:02:00,0700 to 0829
00001525,2020-05-28,Site B,2020-05-28 07:14:00,0,Dept 4,07:14:00,0700 to 0829
00001525,2020-05-30,Site B,2020-05-30 07:37:00,0,Dept 4,07:37:00,0700 to 0829
00001525,2020-05-31,Site B,2020-05-31 07:32:00,0,Dept 4,07:32:00,0700 to 0829
00001535,2020-05-26,Site A,2020-05-26 10:07:00,0,Dept 11,10:07:00,0930 to 1030
00001535,2020-05-28,Site A,2020-05-28 09:42:00,0,Dept 11,09:42:00,0930 to 1030
00001558,2020-05-31,Site B,2020-05-31 08:25:00,0,Dept 3,08:25:00,0700 to 0829
00001602,2020-05-25,Site B,2020-05-25 07:11:00,0,Dept 10,07:11:00,0700 to 0829
00001602,2020-05-26,Site B,2020-05-26 07:19:00,0,Dept 10,07:19:00,0700 to 0829
00001602,2020-05-27,Site B,2020-05-27 07:25:00,0,Dept 10,07:25:00,0700 to 0829
00001602,2020-05-29,Site B,2020-05-29 07:16:00,0,Dept 10,07:16:00,0700 to 0829
00001602,2020-05-31,Site B,2020-05-31 07:17:00,0,Dept 10,07:17:00,0700 to 0829
00001609,2020-05-27,Site B,2020-05-27 08:00:00,0,Dept 9,08:00:00,0700 to 0829
00001609,2020-05-28,Site B,2020-05-28 09:04:00,0,Dept 9,09:04:00,0830 to 0929
00001609,2020-05-29,Site B,2020-05-29 09:00:00,0,Dept 9,09:00:00,0830 to 0929
00001609,2020-05-30,Site B,2020-05-30 09:11:00,0,Dept 9,09:11:00,0830 to 0929
00001609,2020-05-31,Site B,2020-05-31 08:12:00,0,Dept 9,08:12:00,0700 to 0829
00001641,2020-05-25,Site B,2020-05-25 08:13:00,0,Dept 4,08:13:00,0700 to 0829
00001641,2020-05-28,Site B,2020-05-28 08:16:00,0,Dept 4,08:16:00,0700 to 0829
00001641,2020-05-29,Site B,2020-05-29 07:50:00,0,Dept 4,07:50:00,0700 to 0829
00001641,2020-05-30,Site B,2020-05-30 08:33:00,0,Dept 4,08:33:00,0830 to 0929
00001688,2020-05-25,Site B,2020-05-25 10:12:00,0,Dept 2,10:12:00,0930 to 1030
00001696,2020-05-26,Site B,2020-05-26 10:04:00,0,Dept 4,10:04:00,0930 to 1030
00001696,2020-05-27,Site B,2020-05-27 10:09:00,0,Dept 4,10:09:00,0930 to 1030
00001696,2020-05-28,Site B,2020-05-28 10:20:00,0,Dept 4,10:20:00,0930 to 1030
00001696,2020-05-30,Site B,2020-05-30 09:58:00,0,Dept 4,09:58:00,0930 to 1030
00001696,2020-05-31,Site B,2020-05-31 10:26:00,0,Dept 4,10:26:00,0930 to 1030
00001699,2020-05-26,Site B,2020-05-26 08:24:00,0,Dept 16,08:24:00,0700 to 0829
00001699,2020-05-28,Site B,2020-05-28 08:36:00,0,Dept 16,08:36:00,0830 to 0929
00001699,2020-05-29,Site B,2020-05-29 08:49:00,0,Dept 16,08:49:00,0830 to 0929
00001701,2020-04-24,Site B,2020-04-24 08:08:00,0,Dept 4,08:08:00,0700 to 0829
00001701,2020-04-27,Site B,2020-04-27 09:03:00,0,Dept 4,09:03:00,0830 to 0929
00001701,2020-04-28,Site B,2020-04-28 08:17:00,0,Dept 4,08:17:00,0700 to 0829
00001701,2020-04-29,Site B,2020-04-29 09:39:00,0,Dept 4,09:39:00,0930 to 1030
00001701,2020-05-01,Site B,2020-05-01 08:22:00,0,Dept 4,08:22:00,0700 to 0829
00001701,2020-05-02,Site B,2020-05-02 10:19:00,0,Dept 4,10:19:00,0930 to 1030
00001701,2020-05-03,Site B,2020-05-03 10:23:00,0,Dept 4,10:23:00,0930 to 1030
00001701,2020-05-06,Site B,2020-05-06 10:15:00,0,Dept 4,10:15:00,0930 to 1030
00001701,2020-05-07,Site B,2020-05-07 09:55:00,0,Dept 4,09:55:00,0930 to 1030
00001701,2020-05-09,Site B,2020-05-09 09:37:00,0,Dept 4,09:37:00,0930 to 1030
00001701,2020-05-10,Site B,2020-05-10 09:49:00,0,Dept 4,09:49:00,0930 to 1030
00001701,2020-05-11,Site B,2020-05-11 09:40:00,0,Dept 4,09:40:00,0930 to 1030
00001701,2020-05-13,Site B,2020-05-13 09:55:00,0,Dept 4,09:55:00,0930 to 1030
00001701,2020-05-14,Site B,2020-05-14 09:57:00,0,Dept 4,09:57:00,0930 to 1030
00001701,2020-05-15,Site B,2020-05-15 09:56:00,0,Dept 4,09:56:00,0930 to 1030
00001701,2020-05-17,Site B,2020-05-17 10:15:00,0,Dept 4,10:15:00,0930 to 1030
00001701,2020-05-18,Site B,2020-05-18 09:53:00,0,Dept 4,09:53:00,0930 to 1030
00001701,2020-05-21,Site B,2020-05-21 09:52:00,0,Dept 4,09:52:00,0930 to 1030
00001701,2020-05-22,Site B,2020-05-22 10:05:00,0,Dept 4,10:05:00,0930 to 1030
00001701,2020-05-23,Site B,2020-05-23 09:59:00,0,Dept 4,09:59:00,0930 to 1030
00001701,2020-06-02,Site B,2020-06-02 09:51:00,0,Dept 4,09:51:00,0930 to 1030
00001701,2020-06-03,Site B,2020-06-03 10:07:00,0,Dept 4,10:07:00,0930 to 1030
00001701,2020-06-05,Site B,2020-06-05 09:55:00,0,Dept 4,09:55:00,0930 to 1030
00001701,2020-06-06,Site B,2020-06-06 10:02:00,0,Dept 4,10:02:00,0930 to 1030
00001701,2020-06-08,Site B,2020-06-08 10:08:00,0,Dept 4,10:08:00,0930 to 1030
00001701,2020-06-09,Site B,2020-06-09 09:49:00,0,Dept 4,09:49:00,0930 to 1030
00001701,2020-06-10,Site B,2020-06-10 09:56:00,0,Dept 4,09:56:00,0930 to 1030
00001701,2020-06-13,Site B,2020-06-13 10:16:00,0,Dept 4,10:16:00,0930 to 1030
00001701,2020-06-15,Site B,2020-06-15 09:59:00,0,Dept 4,09:59:00,0930 to 1030
00001701,2020-06-16,Site B,2020-06-16 10:10:00,0,Dept 4,10:10:00,0930 to 1030
00001701,2020-06-17,Site B,2020-06-17 10:00:00,0,Dept 4,10:00:00,0930 to 1030
00001701,2020-06-20,Site B,2020-06-20 09:49:00,0,Dept 4,09:49:00,0930 to 1030
00001701,2020-06-22,Site B,2020-06-22 09:54:00,0,Dept 4,09:54:00,0930 to 1030
00001701,2020-06-23,Site B,2020-06-23 10:07:00,0,Dept 4,10:07:00,0930 to 1030
00001701,2020-06-24,Site B,2020-06-24 09:51:00,0,Dept 4,09:51:00,0930 to 1030
00001701,2020-06-26,Site B,2020-06-26 10:07:00,0,Dept 4,10:07:00,0930 to 1030
00001701,2020-06-27,Site B,2020-06-27 10:00:00,0,Dept 4,10:00:00,0930 to 1030
00001704,2020-05-25,Site B,2020-05-25 09:11:00,0,Dept 2,09:11:00,0830 to 0929
00001704,2020-05-30,Site B,2020-05-30 10:18:00,0,Dept 2,10:18:00,0930 to 1030
00001742,2020-05-26,Site A,2020-05-26 07:39:00,0,Dept 18,07:39:00,0700 to 0829
00001742,2020-05-27,Site A,2020-05-27 07:45:00,0,Dept 18,07:45:00,0700 to 0829
00001742,2020-05-28,Site A,2020-05-28 07:37:00,0,Dept 18,07:37:00,0700 to 0829
00001742,2020-05-29,Site A,2020-05-29 07:38:00,0,Dept 18,07:38:00,0700 to 0829
00001747,2020-05-25,Site B,2020-05-25 08:53:00,0,Dept 2,08:53:00,0830 to 0929
00001747,2020-05-27,Site B,2020-05-27 07:54:00,0,Dept 2,07:54:00,0700 to 0829
00001747,2020-05-28,Site B,2020-05-28 07:46:00,0,Dept 2,07:46:00,0700 to 0829
00001747,2020-05-29,Site B,2020-05-29 08:51:00,0,Dept 2,08:51:00,0830 to 0929
00001747,2020-05-31,Site B,2020-05-31 08:59:00,0,Dept 2,08:59:00,0830 to 0929
00001755,2020-05-27,Site A,2020-05-27 09:52:00,0,Dept 18,09:52:00,0930 to 1030
00001770,2020-05-26,Site A,2020-05-26 08:07:00,0,Dept 11,08:07:00,0700 to 0829
00001771,2020-05-29,Site B,2020-05-29 08:26:00,0,Dept 16,08:26:00,0700 to 0829
00001775,2020-05-25,Site B,2020-05-25 08:26:00,0,Dept 4,08:26:00,0700 to 0829
00001775,2020-05-26,Site B,2020-05-26 08:25:00,0,Dept 4,08:25:00,0700 to 0829
00001775,2020-05-27,Site B,2020-05-27 08:35:00,0,Dept 4,08:35:00,0830 to 0929
00001775,2020-05-29,Site B,2020-05-29 08:33:00,0,Dept 4,08:33:00,0830 to 0929
00001775,2020-05-30,Site B,2020-05-30 08:27:00,0,Dept 4,08:27:00,0700 to 0829
00001775,2020-05-31,Site B,2020-05-31 08:20:00,0,Dept 4,08:20:00,0700 to 0829
00001795,2020-05-26,Site B,2020-05-26 09:50:00,0,Dept 16,09:50:00,0930 to 1030
00001802,2020-05-30,Site B,2020-05-30 08:06:00,0,Dept 4,08:06:00,0700 to 0829
00001818,2020-05-26,Site B,2020-05-26 09:38:00,0,Dept 4,09:38:00,0930 to 1030
00001832,2020-05-26,Site B,2020-05-26 07:48:00,0,Dept 4,07:48:00,0700 to 0829
00001832,2020-05-27,Site B,2020-05-27 07:51:00,0,Dept 4,07:51:00,0700 to 0829
00001832,2020-05-29,Site B,2020-05-29 07:39:00,0,Dept 4,07:39:00,0700 to 0829
00001838,2020-05-28,Site A,2020-05-28 09:32:00,0,Dept 8,09:32:00,0930 to 1030
00001846,2020-05-29,Site B,2020-05-29 10:22:00,0,Dept 16,10:22:00,0930 to 1030
00001858,2020-05-28,Site A,2020-05-28 09:49:00,0,Dept 5,09:49:00,0930 to 1030
00001858,2020-05-29,Site A,2020-05-29 08:36:00,0,Dept 5,08:36:00,0830 to 0929
00001875,2020-05-29,Site A,2020-05-29 07:43:00,0,Dept 11,07:43:00,0700 to 0829
00001897,2020-05-26,Site A,2020-05-26 08:34:00,0,Dept 15,08:34:00,0830 to 0929
00001927,2020-05-25,Site B,2020-05-25 07:50:00,0,Dept 4,07:50:00,0700 to 0829
00001927,2020-05-27,Site B,2020-05-27 08:01:00,0,Dept 4,08:01:00,0700 to 0829
00001927,2020-05-28,Site B,2020-05-28 08:00:00,0,Dept 4,08:00:00,0700 to 0829
00001927,2020-05-29,Site B,2020-05-29 08:00:00,0,Dept 4,08:00:00,0700 to 0829
00001930,2020-05-26,Site B,2020-05-26 07:47:00,0,Dept 18,07:47:00,0700 to 0829
00001930,2020-05-28,Site B,2020-05-28 07:55:00,0,Dept 18,07:55:00,0700 to 0829
00001961,2020-05-25,Site B,2020-05-25 08:23:00,0,Dept 16,08:23:00,0700 to 0829
00001961,2020-05-27,Site B,2020-05-27 08:34:00,0,Dept 16,08:34:00,0830 to 0929
00001961,2020-05-28,Site B,2020-05-28 08:53:00,0,Dept 16,08:53:00,0830 to 0929
00001961,2020-05-29,Site B,2020-05-29 08:49:00,0,Dept 16,08:49:00,0830 to 0929
00001961,2020-05-31,Site B,2020-05-31 08:15:00,0,Dept 16,08:15:00,0700 to 0829
00001999,2020-05-25,Site B,2020-05-25 08:22:00,0,Dept 4,08:22:00,0700 to 0829
00001999,2020-05-29,Site B,2020-05-29 08:13:00,0,Dept 4,08:13:00,0700 to 0829
00002003,2020-05-25,Site B,2020-05-25 08:23:00,0,Dept 4,08:23:00,0700 to 0829
00002003,2020-05-26,Site B,2020-05-26 07:53:00,0,Dept 4,07:53:00,0700 to 0829
00002003,2020-05-27,Site B,2020-05-27 07:54:00,0,Dept 4,07:54:00,0700 to 0829
00002003,2020-05-29,Site B,2020-05-29 08:08:00,0,Dept 4,08:08:00,0700 to 0829
00002003,2020-05-30,Site B,2020-05-30 08:19:00,0,Dept 4,08:19:00,0700 to 0829
00002017,2020-05-29,Site B,2020-05-29 08:12:00,0,Dept 4,08:12:00,0700 to 0829
00002032,2020-05-25,Site B,2020-05-25 08:14:00,0,Dept 4,08:14:00,0700 to 0829
00002032,2020-05-26,Site B,2020-05-26 08:13:00,0,Dept 4,08:13:00,0700 to 0829
00002032,2020-05-28,Site B,2020-05-28 08:11:00,0,Dept 4,08:11:00,0700 to 0829
00002032,2020-05-29,Site B,2020-05-29 08:12:00,0,Dept 4,08:12:00,0700 to 0829
00002032,2020-05-30,Site B,2020-05-30 08:18:00,0,Dept 4,08:18:00,0700 to 0829
00002066,2020-05-26,Site A,2020-05-26 08:46:00,0,Dept 10,08:46:00,0830 to 0929
00002066,2020-05-28,Site A,2020-05-28 08:44:00,0,Dept 10,08:44:00,0830 to 0929
00002102,2020-05-25,Site B,2020-05-25 07:59:00,0,Dept 4,07:59:00,0700 to 0829
00002102,2020-05-26,Site A,2020-05-26 09:45:00,0,Dept 18,09:45:00,0930 to 1030
00002111,2020-05-31,Site B,2020-05-31 09:15:00,0,Dept 2,09:15:00,0830 to 0929
00002151,2020-05-26,Site B,2020-05-26 08:41:00,0,Dept 4,08:41:00,0830 to 0929
00002151,2020-05-27,Site B,2020-05-27 08:01:00,0,Dept 4,08:01:00,0700 to 0829
00002151,2020-05-28,Site B,2020-05-28 07:55:00,0,Dept 4,07:55:00,0700 to 0829
00002151,2020-05-29,Site B,2020-05-29 08:10:00,0,Dept 4,08:10:00,0700 to 0829
00002174,2020-05-25,Site B,2020-05-25 09:24:00,0,Dept 7,09:24:00,0830 to 0929
00002174,2020-05-26,Site B,2020-05-26 09:29:00,0,Dept 7,09:29:00,0830 to 0929
00002174,2020-05-30,Site B,2020-05-30 09:21:00,0,Dept 7,09:21:00,0830 to 0929
00002183,2020-05-25,Site B,2020-05-25 09:00:00,0,Dept 4,09:00:00,0830 to 0929
00002183,2020-05-26,Site B,2020-05-26 08:38:00,0,Dept 4,08:38:00,0830 to 0929
00002184,2020-05-28,Site B,2020-05-28 09:13:00,0,Dept 5,09:13:00,0830 to 0929
00002184,2020-05-29,Site B,2020-05-29 09:20:00,0,Dept 5,09:20:00,0830 to 0929
00002192,2020-05-26,Site A,2020-05-26 09:03:00,0,Dept 11,09:03:00,0830 to 0929
00002202,2020-05-25,Site B,2020-05-25 07:53:00,0,Dept 4,07:53:00,0700 to 0829
00002202,2020-05-27,Site B,2020-05-27 07:58:00,0,Dept 4,07:58:00,0700 to 0829
00002213,2020-05-26,Site B,2020-05-26 08:55:00,0,Dept 4,08:55:00,0830 to 0929
00002213,2020-05-27,Site B,2020-05-27 08:58:00,0,Dept 4,08:58:00,0830 to 0929
00002213,2020-05-28,Site B,2020-05-28 08:54:00,0,Dept 4,08:54:00,0830 to 0929
00002213,2020-05-29,Site B,2020-05-29 08:54:00,0,Dept 4,08:54:00,0830 to 0929
00002213,2020-05-31,Site B,2020-05-31 08:55:00,0,Dept 4,08:55:00,0830 to 0929
00002217,2020-05-25,Site B,2020-05-25 07:57:00,0,Dept 4,07:57:00,0700 to 0829
00002217,2020-05-26,Site B,2020-05-26 08:14:00,0,Dept 4,08:14:00,0700 to 0829
00002217,2020-05-27,Site B,2020-05-27 08:28:00,0,Dept 4,08:28:00,0700 to 0829
00002217,2020-05-28,Site B,2020-05-28 08:47:00,0,Dept 4,08:47:00,0830 to 0929
00002217,2020-05-29,Site B,2020-05-29 08:15:00,0,Dept 4,08:15:00,0700 to 0829
00002217,2020-05-30,Site B,2020-05-30 08:07:00,0,Dept 4,08:07:00,0700 to 0829
00002217,2020-05-31,Site B,2020-05-31 08:07:00,0,Dept 4,08:07:00,0700 to 0829
00002227,2020-05-25,Site B,2020-05-25 07:56:00,0,Dept 4,07:56:00,0700 to 0829
00002227,2020-05-26,Site B,2020-05-26 08:03:00,0,Dept 4,08:03:00,0700 to 0829
00002227,2020-05-27,Site B,2020-05-27 08:01:00,0,Dept 4,08:01:00,0700 to 0829
00002227,2020-05-29,Site B,2020-05-29 08:04:00,0,Dept 4,08:04:00,0700 to 0829
00002302,2020-05-25,Site B,2020-05-25 08:43:00,0,Dept 4,08:43:00,0830 to 0929
00002302,2020-05-26,Site B,2020-05-26 08:21:00,0,Dept 4,08:21:00,0700 to 0829
00002302,2020-05-27,Site B,2020-05-27 08:20:00,0,Dept 4,08:20:00,0700 to 0829
00002302,2020-05-28,Site B,2020-05-28 08:21:00,0,Dept 4,08:21:00,0700 to 0829
00002302,2020-05-29,Site B,2020-05-29 08:30:00,0,Dept 4,08:30:00,0830 to 0929
00002302,2020-05-30,Site B,2020-05-30 08:12:00,0,Dept 4,08:12:00,0700 to 0829
00002302,2020-05-31,Site B,2020-05-31 08:19:00,0,Dept 4,08:19:00,0700 to 0829
00002303,2020-05-25,Site B,2020-05-25 08:22:00,0,Dept 4,08:22:00,0700 to 0829
00002303,2020-05-27,Site B,2020-05-27 08:20:00,0,Dept 4,08:20:00,0700 to 0829
00002303,2020-05-28,Site B,2020-05-28 08:29:00,0,Dept 4,08:29:00,0700 to 0829
00002303,2020-05-29,Site B,2020-05-29 08:27:00,0,Dept 4,08:27:00,0700 to 0829
